dataset,data,quotation_tbdf_x,quotation_tbdf,label_correct,model,correctly_predicted?,count,total,%,order
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,irony,Irony,Uncivil,CART,FALSE,26,61,42.62%,3
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,irony,Irony,Uncivil,KNN,TRUE,41,61,67.21%,3
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,irony,Irony,Uncivil,KNN,FALSE,20,61,32.79%,3
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,irony,Irony,Uncivil,LR,TRUE,50,61,81.97%,3
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,irony,Irony,Uncivil,LR,FALSE,11,61,18.03%,3
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,irony,Irony,Uncivil,NB,TRUE,37,61,60.66%,3
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,irony,Irony,Uncivil,NB,FALSE,24,61,39.34%,3
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,irony,Irony,Uncivil,RF,TRUE,45,61,73.77%,3
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,irony,Irony,Uncivil,RF,FALSE,16,61,26.23%,3
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,irony,Irony,Uncivil,SVM,TRUE,41,61,67.21%,4
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,irony,Irony,Uncivil,SVM,FALSE,20,61,32.79%,4
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,mocking,Mocking,Uncivil,BERT,TRUE,141,160,88.13%,4
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,mocking,Mocking,Uncivil,BERT,FALSE,19,160,11.88%,4
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,mocking,Mocking,Uncivil,CART,TRUE,27,39,69.23%,4
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,mocking,Mocking,Uncivil,CART,FALSE,12,39,30.77%,4
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,mocking,Mocking,Uncivil,KNN,TRUE,27,39,69.23%,4
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,mocking,Mocking,Uncivil,KNN,FALSE,12,39,30.77%,4
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,mocking,Mocking,Uncivil,LR,TRUE,26,39,66.67%,4
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,mocking,Mocking,Uncivil,LR,FALSE,13,39,33.33%,4
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,mocking,Mocking,Uncivil,NB,TRUE,33,39,84.62%,4
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,mocking,Mocking,Uncivil,NB,FALSE,6,39,15.38%,4
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,mocking,Mocking,Uncivil,RF,TRUE,36,39,92.31%,4
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,mocking,Mocking,Uncivil,RF,FALSE,3,39,7.69%,4
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,mocking,Mocking,Uncivil,SVM,TRUE,36,39,92.31%,4
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,mocking,Mocking,Uncivil,SVM,FALSE,3,39,7.69%,4
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,mocking,Mocking,Uncivil,BERT,TRUE,694,905,76.69%,4
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,mocking,Mocking,Uncivil,BERT,FALSE,211,905,23.31%,4
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,mocking,Mocking,Uncivil,CART,TRUE,101,185,54.59%,4
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,mocking,Mocking,Uncivil,CART,FALSE,84,185,45.41%,4
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,mocking,Mocking,Uncivil,KNN,TRUE,144,185,77.84%,4
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,mocking,Mocking,Uncivil,KNN,FALSE,41,185,22.16%,4
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,mocking,Mocking,Uncivil,LR,TRUE,157,185,84.86%,4
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,mocking,Mocking,Uncivil,LR,FALSE,28,185,15.14%,4
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,mocking,Mocking,Uncivil,NB,TRUE,120,185,64.86%,4
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,mocking,Mocking,Uncivil,NB,FALSE,65,185,35.14%,4
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,mocking,Mocking,Uncivil,RF,TRUE,144,185,77.84%,4
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,mocking,Mocking,Uncivil,RF,FALSE,41,185,22.16%,4
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,mocking,Mocking,Uncivil,SVM,TRUE,143,185,77.30%,5
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,mocking,Mocking,Uncivil,SVM,FALSE,42,185,22.70%,5
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,name_calling,Name calling,Uncivil,BERT,TRUE,482,550,87.64%,5
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,name_calling,Name calling,Uncivil,BERT,FALSE,68,550,12.36%,5
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,name_calling,Name calling,Uncivil,CART,TRUE,60,83,72.29%,5
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,name_calling,Name calling,Uncivil,CART,FALSE,23,83,27.71%,5
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,name_calling,Name calling,Uncivil,KNN,TRUE,62,83,74.70%,5
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,name_calling,Name calling,Uncivil,KNN,FALSE,21,83,25.30%,5
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,name_calling,Name calling,Uncivil,LR,TRUE,56,83,67.47%,5
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,name_calling,Name calling,Uncivil,LR,FALSE,27,83,32.53%,5
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,name_calling,Name calling,Uncivil,NB,TRUE,71,83,85.54%,5
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,name_calling,Name calling,Uncivil,NB,FALSE,12,83,14.46%,5
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,name_calling,Name calling,Uncivil,RF,TRUE,77,83,92.77%,5
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,name_calling,Name calling,Uncivil,RF,FALSE,6,83,7.23%,5
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,name_calling,Name calling,Uncivil,SVM,TRUE,80,83,96.39%,5
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,name_calling,Name calling,Uncivil,SVM,FALSE,3,83,3.61%,5
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,name_calling,Name calling,Uncivil,BERT,TRUE,845,910,92.86%,5
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,name_calling,Name calling,Uncivil,BERT,FALSE,65,910,7.14%,5
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,name_calling,Name calling,Uncivil,CART,TRUE,90,174,51.72%,5
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,name_calling,Name calling,Uncivil,CART,FALSE,84,174,48.28%,5
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,name_calling,Name calling,Uncivil,KNN,TRUE,130,174,74.71%,5
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,name_calling,Name calling,Uncivil,KNN,FALSE,44,174,25.29%,5
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,name_calling,Name calling,Uncivil,LR,TRUE,138,174,79.31%,5
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,name_calling,Name calling,Uncivil,LR,FALSE,36,174,20.69%,5
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,name_calling,Name calling,Uncivil,NB,TRUE,115,174,66.09%,5
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,name_calling,Name calling,Uncivil,NB,FALSE,59,174,33.91%,5
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,name_calling,Name calling,Uncivil,RF,TRUE,135,174,77.59%,5
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,name_calling,Name calling,Uncivil,RF,FALSE,39,174,22.41%,5
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,name_calling,Name calling,Uncivil,SVM,TRUE,129,174,74.14%,5
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,name_calling,Name calling,Uncivil,SVM,FALSE,45,174,25.86%,5
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,threat,Threat,Uncivil,BERT,TRUE,53,65,81.54%,6
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,threat,Threat,Uncivil,BERT,FALSE,12,65,18.46%,6
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,threat,Threat,Uncivil,CART,TRUE,4,8,50.00%,6
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,threat,Threat,Uncivil,CART,FALSE,4,8,50.00%,6
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,threat,Threat,Uncivil,KNN,TRUE,6,8,75.00%,6
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,threat,Threat,Uncivil,KNN,FALSE,2,8,25.00%,6
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,threat,Threat,Uncivil,LR,TRUE,1,8,12.50%,6
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,threat,Threat,Uncivil,LR,FALSE,7,8,87.50%,6
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,threat,Threat,Uncivil,NB,TRUE,8,8,100.00%,6
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,threat,Threat,Uncivil,NB,FALSE,0,8,0.00%,6
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,threat,Threat,Uncivil,RF,TRUE,7,8,87.50%,6
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,threat,Threat,Uncivil,RF,FALSE,1,8,12.50%,6
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,threat,Threat,Uncivil,SVM,TRUE,8,8,100.00%,6
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,threat,Threat,Uncivil,SVM,FALSE,0,8,0.00%,6
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,threat,Threat,Uncivil,BERT,TRUE,57,75,76.00%,6
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,threat,Threat,Uncivil,BERT,FALSE,18,75,24.00%,6
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,threat,Threat,Uncivil,CART,TRUE,10,15,66.67%,6
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,threat,Threat,Uncivil,CART,FALSE,5,15,33.33%,6
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,threat,Threat,Uncivil,KNN,TRUE,10,15,66.67%,6
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,threat,Threat,Uncivil,KNN,FALSE,5,15,33.33%,6
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,threat,Threat,Uncivil,LR,TRUE,11,15,73.33%,6
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,threat,Threat,Uncivil,LR,FALSE,4,15,26.67%,6
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,threat,Threat,Uncivil,NB,TRUE,9,15,60.00%,6
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,threat,Threat,Uncivil,NB,FALSE,6,15,40.00%,6
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,threat,Threat,Uncivil,RF,TRUE,9,15,60.00%,6
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,threat,Threat,Uncivil,RF,FALSE,6,15,40.00%,6
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,threat,Threat,Uncivil,SVM,TRUE,10,15,66.67%,7
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,threat,Threat,Uncivil,SVM,FALSE,5,15,33.33%,7
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,vulgarity,Vulgarity,Uncivil,BERT,TRUE,59,65,90.77%,7
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,vulgarity,Vulgarity,Uncivil,BERT,FALSE,6,65,9.23%,7
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,vulgarity,Vulgarity,Uncivil,CART,TRUE,4,9,44.44%,7
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,vulgarity,Vulgarity,Uncivil,CART,FALSE,5,9,55.56%,7
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,vulgarity,Vulgarity,Uncivil,KNN,TRUE,7,9,77.78%,7
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,vulgarity,Vulgarity,Uncivil,KNN,FALSE,2,9,22.22%,7
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,vulgarity,Vulgarity,Uncivil,LR,TRUE,8,9,88.89%,7
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,vulgarity,Vulgarity,Uncivil,LR,FALSE,1,9,11.11%,7
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,vulgarity,Vulgarity,Uncivil,NB,TRUE,7,9,77.78%,7
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,vulgarity,Vulgarity,Uncivil,NB,FALSE,2,9,22.22%,7
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,vulgarity,Vulgarity,Uncivil,RF,TRUE,7,9,77.78%,7
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,vulgarity,Vulgarity,Uncivil,RF,FALSE,2,9,22.22%,7
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,vulgarity,Vulgarity,Uncivil,SVM,TRUE,8,9,88.89%,7
rq3_train_gh_test_lkml_civil_uncivil,Train on issues and test on code reviews,vulgarity,Vulgarity,Uncivil,SVM,FALSE,1,9,11.11%,7
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,vulgarity,Vulgarity,Uncivil,BERT,TRUE,116,165,70.30%,7
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,vulgarity,Vulgarity,Uncivil,BERT,FALSE,49,165,29.70%,7
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,vulgarity,Vulgarity,Uncivil,CART,TRUE,16,31,51.61%,7
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,vulgarity,Vulgarity,Uncivil,CART,FALSE,15,31,48.39%,7
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,vulgarity,Vulgarity,Uncivil,KNN,TRUE,25,31,80.65%,7
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,vulgarity,Vulgarity,Uncivil,KNN,FALSE,6,31,19.35%,7
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,vulgarity,Vulgarity,Uncivil,LR,TRUE,19,31,61.29%,7
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,vulgarity,Vulgarity,Uncivil,LR,FALSE,12,31,38.71%,7
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,vulgarity,Vulgarity,Uncivil,NB,TRUE,19,31,61.29%,7
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,vulgarity,Vulgarity,Uncivil,NB,FALSE,12,31,38.71%,7
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,vulgarity,Vulgarity,Uncivil,RF,TRUE,21,31,67.74%,7
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,vulgarity,Vulgarity,Uncivil,RF,FALSE,10,31,32.26%,7
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,vulgarity,Vulgarity,Uncivil,SVM,TRUE,17,31,54.84%,7
rq3_train_lkml_test_gh_civil_uncivil,Train on code reviews and test on issues,vulgarity,Vulgarity,Uncivil,SVM,FALSE,14,31,45.16%,7
