,issue_id,comment_id,comment_code,comment_body,previous_comment_id,previous_comment_code,previous_comment_body,concat_body,author_name,is_first_author_thread,nr_characters,ratio_words_email_thread,ratio_words_email_comment,position_sentence_comment,position_sentence_thread,is_last_comment,time_start_to_email,time_email_to_end,time_previous_to_email,time_email_to_next
239,29205,723257917,civil,"We the Angular team, strongly believe in building an inclusive community where everyone feels welcome, and we see how especially ng-repeat could be problematic in certain scenarios.",592993388,civil,Let us take some time to consider your request and respond in a mindful way.,"Let us take some time to consider your request and respond in a mindful way. We the Angular team, strongly believe in building an inclusive community where everyone feels welcome, and we see how especially ng-repeat could be problematic in certain scenarios.",Igor Minar,0,258,0.4144144144144144,0.9787234042553191,0.14285714285714285,0.42424242424242425,0,1.0,0.0,0.0,1.0
240,29482,480979256,civil,Did you dislike the idea of solving it via a tickable option in the Options window?,480975078,technical,"Other linters will complain about comments at the end of a line of code. Most relevant to this issue though is the fact that most cases where I've seen this reported as a bug, including the original example above, do not have a space on the line of code that the user did not want to see indented.","Other linters will complain about comments at the end of a line of code. Most relevant to this issue though is the fact that most cases where I've seen this reported as a bug, including the original example above, do not have a space on the line of code that the user did not want to see indented. Did you dislike the idea of solving it via a tickable option in the Options window?",Verel Pode,0,381,0.9523809523809523,1.0,0.14285714285714285,0.7451737451737451,0,0.5230414746543779,0.47465437788018433,0.4769585253456221,0.5023041474654378
241,29482,480985225,civil,"If the idea of putting it in the Options window is rejected, then I'm trying to brainstorm an alternative solution",480979256,civil,Did you dislike the idea of solving it via a tickable option in the Options window?,"Did you dislike the idea of solving it via a tickable option in the Options window? If the idea of putting it in the Options window is rejected, then I'm trying to brainstorm an alternative solution",Verel Pode,0,198,0.4642857142857143,0.4642857142857143,0.16666666666666666,0.43243243243243246,0,0.5230414746543779,0.47465437788018433,0.4769585253456221,0.5023041474654378
242,29482,548258153,civil,"I personally don't feel like it's worth fixing myself, but i'd be happy to help you with a PR to change if it is something that is affecting you.",548249893,uncivil,The people who's job it is to improve Visual Studio's user experience would be better equipped to fix this.,"The people who's job it is to improve Visual Studio's user experience would be better equipped to fix this. I personally don't feel like it's worth fixing myself, but i'd be happy to help you with a PR to change if it is something that is affecting you.",None,0,253,0.6666666666666666,1.0,0.23076923076923078,0.47876447876447875,0,0.9976958525345622,0.002304147465437788,0.004608294930875576,0.9746543778801844
243,29482,548287920,civil,Two minds being better than one and all that :),548287121,uncivil,Teams prioritizing things different from you is not negligence.,Teams prioritizing things different from you is not negligence. Two minds being better than one and all that :),None,0,111,0.25,0.9130434782608695,0.06666666666666667,0.7065637065637066,0,0.9976958525345622,0.002304147465437788,0.004608294930875576,0.9769585253456221
244,29482,548472440,uncivil,"If that changes in the future, let me know.",548462695,uncivil,You seem to be seeking some sort of recognition and I must concede it to you.,"You seem to be seeking some sort of recognition and I must concede it to you. If that changes in the future, let me know.",None,0,121,0.3333333333333333,0.7777777777777778,0.21428571428571427,0.41312741312741313,0,0.9976958525345622,0.0,0.002304147465437788,0.9769585253456221
245,29482,548472440,uncivil,"If that changes in the future, let me know.",548462695,uncivil,You have a knack for justifying inaction.,"You have a knack for justifying inaction. If that changes in the future, let me know.",None,0,85,0.2261904761904762,0.5277777777777778,0.2857142857142857,0.416988416988417,0,0.9976958525345622,0.0,0.002304147465437788,0.9769585253456221
246,29482,548472440,uncivil,"If that changes in the future, let me know.",548462695,uncivil,"I don't have time.  Nor really for this pointless discussion, although I hope you got something out of it at least.","I don't have time.  Nor really for this pointless discussion, although I hope you got something out of it at least. If that changes in the future, let me know.",None,0,159,0.42857142857142855,1.0,0.35714285714285715,0.42084942084942084,0,0.9976958525345622,0.0,0.002304147465437788,0.9769585253456221
247,29482,548541288,civil,My offers of assistance seem to not be welcome,548536501,uncivil,Does that not strike you as ridiculous?,Does that not strike you as ridiculous? My offers of assistance seem to not be welcome,None,0,86,0.20238095238095238,0.3148148148148148,0.35714285714285715,0.3166023166023166,0,0.9976958525345622,0.0,0.002304147465437788,0.9769585253456221
248,3058,557929239,civil,It'd be great if a future version of Windows Terminal baked this in by default across all shells - it's really useful to have,551205958,technical,"I honestly don't know how frequently verbatim insert mode is used by folks in linux/osx.  My uneducated guess is ""very infrequently.""  On the other hand, I suspect Ctrl+V is used quite frequently by folks familiar with cmd.exe and PowerShell.  If my uneducated assumptions are accurate, then having Ctrl+V perform paste makes the experience significantly better for Windows-background users at minimal cost to Linux/OSX-background users.","I honestly don't know how frequently verbatim insert mode is used by folks in linux/osx.  My uneducated guess is ""very infrequently.""  On the other hand, I suspect Ctrl+V is used quite frequently by folks familiar with cmd.exe and PowerShell.  If my uneducated assumptions are accurate, then having Ctrl+V perform paste makes the experience significantly better for Windows-background users at minimal cost to Linux/OSX-background users. It'd be great if a future version of Windows Terminal baked this in by default across all shells - it's really useful to have",Paul J. Durack,0,563,1.0,1.0,0.08333333333333333,0.38095238095238093,0,0.14325842696629212,0.8539325842696629,0.8567415730337079,0.14606741573033707
249,3117,3117,civil,You can squint and imagine a merged feature that serves all the scenarios.,728919254,uncivil,The decision making process is not done in a measured or mechanical fashion.,The decision making process is not done in a measured or mechanical fashion. You can squint and imagine a merged feature that serves all the scenarios.,,1,151,0.2641509433962264,0.2641509433962264,0.043478260869565216,0.3670886075949367,0,0.0,0.0,0.0,0.0
250,3117,3117,civil,You can squint and imagine a merged feature that serves all the scenarios.,728919254,uncivil,This entire meta discussion on how people want the language designed is not useful here.,This entire meta discussion on how people want the language designed is not useful here. You can squint and imagine a merged feature that serves all the scenarios.,,1,163,0.2830188679245283,0.2830188679245283,0.08695652173913043,0.37341772151898733,0,0.0,0.0,0.0,0.0
251,3117,728301628,civil,I think to make right decision for this feature is to create a poll and ask people will they use this feature and would not be it annoying that exist two solutions: static methods and free functions ...,728298366,technical,We did.  That was part of our decision making process.  But we rejected this proposal as we didn't think it was the right direction for the language.,We did.  That was part of our decision making process.  But we rejected this proposal as we didn't think it was the right direction for the language. I think to make right decision for this feature is to create a poll and ask people will they use this feature and would not be it annoying that exist two solutions: static methods and free functions ...,Denis,0,352,0.660377358490566,1.0,0.25,0.10759493670886076,0,0.9966666666666667,0.0,0.0033333333333333335,1.0
252,3117,728771652,uncivil,And that's also normal that people who against it would like to have more acceptable reasoning or possibility of rethinking,728749270,uncivil,"Because he's continually said that this proposal had been rejected, he's said why it was rejected, and thus all this complaining on a rejected issue is just noise.","Because he's continually said that this proposal had been rejected, he's said why it was rejected, and thus all this complaining on a rejected issue is just noise. And that's also normal that people who against it would like to have more acceptable reasoning or possibility of rethinking",Thaina Yu,0,287,0.5094339622641509,0.5567010309278351,0.04,0.5063291139240507,0,1.0,0.0,0.0033333333333333335,1.0033333333333334
253,3117,728771652,uncivil,And that's also normal that people who against it would like to have more acceptable reasoning or possibility of rethinking,728749270,uncivil,"If you want to talk about it further, do so where you have been asked to go.","If you want to talk about it further, do so where you have been asked to go. And that's also normal that people who against it would like to have more acceptable reasoning or possibility of rethinking",Thaina Yu,0,200,0.37735849056603776,0.41237113402061853,0.08,0.056962025316455694,0,1.0,0.0,0.0033333333333333335,1.0033333333333334
254,3117,728771652,uncivil,And that's also normal that people who against it would like to have more acceptable reasoning or possibility of rethinking,728749270,uncivil,"If you don't want to do that, you obviously don't care as much about your proposal as you seem to.","If you don't want to do that, you obviously don't care as much about your proposal as you seem to. And that's also normal that people who against it would like to have more acceptable reasoning or possibility of rethinking",Thaina Yu,0,222,0.42452830188679247,0.4639175257731959,0.12,0.06329113924050633,0,1.0,0.0,0.0033333333333333335,1.0033333333333334
255,3117,728771652,uncivil,And that's also normal that people who against it would like to have more acceptable reasoning or possibility of rethinking,728749270,uncivil,"This isn't your language. If it was, you'd be free to make all the changes you want, whatever the consequences, but it isn't.","This isn't your language. If it was, you'd be free to make all the changes you want, whatever the consequences, but it isn't. And that's also normal that people who against it would like to have more acceptable reasoning or possibility of rethinking",Thaina Yu,0,249,0.49056603773584906,0.5360824742268041,0.16,0.06962025316455696,0,1.0,0.0,0.0033333333333333335,1.0033333333333334
256,3117,728771652,uncivil,And that's also normal that people who against it would like to have more acceptable reasoning or possibility of rethinking,728749270,uncivil,This isn't your language.,This isn't your language. And that's also normal that people who against it would like to have more acceptable reasoning or possibility of rethinking,Thaina Yu,0,149,0.25471698113207547,0.27835051546391754,0.16,0.06962025316455696,0,1.0,0.0,0.0033333333333333335,1.0033333333333334
257,3117,728771652,uncivil,And that's also normal that people who against it would like to have more acceptable reasoning or possibility of rethinking,728749270,uncivil,"Whether you did that or not is entirely up to you, but please stop moaning here, as you have been politely asked to do multiple times...","Whether you did that or not is entirely up to you, but please stop moaning here, as you have been politely asked to do multiple times... And that's also normal that people who against it would like to have more acceptable reasoning or possibility of rethinking",Thaina Yu,0,260,0.4716981132075472,0.5154639175257731,0.36,0.10126582278481013,0,1.0,0.0,0.0033333333333333335,1.0033333333333334
258,3117,728771652,uncivil,And that's also normal that people who against it would like to have more acceptable reasoning or possibility of rethinking,728749270,uncivil,I've seen you get upset and belligerent before when a proposal didn't go the way you wanted - it's getting old.,I've seen you get upset and belligerent before when a proposal didn't go the way you wanted - it's getting old. And that's also normal that people who against it would like to have more acceptable reasoning or possibility of rethinking,Thaina Yu,0,235,0.4339622641509434,0.4742268041237113,0.24,0.08227848101265822,0,1.0,0.0,0.0033333333333333335,1.0033333333333334
259,3231,622234473,uncivil,"when I say stop with ... I really mean that _we're the ones responsible, at the end of the day._ Sorry about that, it sounded bad on a re-read.",622232974,technical,I deleted this app a while ago when I discovered they were blaming Microsoft Core devs for bugs they can't be bothered to fix or work around.,"I deleted this app a while ago when I discovered they were blaming Microsoft Core devs for bugs they can't be bothered to fix or work around. when I say stop with ... I really mean that _we're the ones responsible, at the end of the day._ Sorry about that, it sounded bad on a re-read.",Dustin L. Howett (MSFT),0,286,0.63,1.0,0.07142857142857142,0.1910828025477707,0,0.7665369649805448,0.23346303501945526,0.23735408560311283,0.7704280155642024
260,32315,529667593,civil,Having the same problem here. Would really appreciate a fix,529588693,technical,Will raise the issue upward.,Will raise the issue upward. Having the same problem here. Would really appreciate a fix,None,0,88,0.22666666666666666,1.0,0.3333333333333333,0.3157894736842105,0,0.0,0.8888888888888888,1.0,0.1111111111111111
261,32315,531864482,uncivil,then I am going to stop supporting Tensoeflow.,531833884,technical,"This is best effort, we are not going to work into this this year. Compiling for both 32 bits and 64 bits is not that easy so we don't have this included in any milestones plan at the moment. However, if the community wants to contribute patches so 32 bit support can be provided, they would be very welcomed.","This is best effort, we are not going to work into this this year. Compiling for both 32 bits and 64 bits is not that easy so we don't have this included in any milestones plan at the moment. However, if the community wants to contribute patches so 32 bit support can be provided, they would be very welcomed. then I am going to stop supporting Tensoeflow.",Steffan Jensen,0,356,1.0,1.0,0.14285714285714285,0.42105263157894735,0,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.7777777777777778
262,32315,531871579,civil,"We would appreciate a python 32bit fix, some distros install python 32 bit by default and there's no way around it",531864482,uncivil,then I am going to stop supporting Tensoeflow.,"then I am going to stop supporting Tensoeflow. We would appreciate a python 32bit fix, some distros install python 32 bit by default and there's no way around it",None,0,161,0.4266666666666667,0.5714285714285714,0.2,0.5789473684210527,0,0.7777777777777778,0.1111111111111111,0.2222222222222222,0.7777777777777778
263,32315,531871579,civil,"We would appreciate a python 32bit fix, some distros install python 32 bit by default and there's no way around it",531864482,uncivil,"I even had people write to me to fix this today, that you guys are not seeing this is a huge issue like it is, shows where your priorities are.","I even had people write to me to fix this today, that you guys are not seeing this is a huge issue like it is, shows where your priorities are. We would appreciate a python 32bit fix, some distros install python 32 bit by default and there's no way around it",None,0,258,0.7466666666666667,1.0,0.6,0.6842105263157895,0,0.7777777777777778,0.1111111111111111,0.2222222222222222,0.7777777777777778
264,32315,531871579,civil,"We would appreciate a python 32bit fix, some distros install python 32 bit by default and there's no way around it",531864482,uncivil,"I know that also see people having this issues daily and even he has it, it's funny you guys dont think that is a huge problem..","I know that also see people having this issues daily and even he has it, it's funny you guys dont think that is a huge problem.. We would appreciate a python 32bit fix, some distros install python 32 bit by default and there's no way around it",None,0,243,0.6933333333333334,0.9285714285714286,0.8,0.7368421052631579,0,0.7777777777777778,0.1111111111111111,0.2222222222222222,0.7777777777777778
265,32315,532051271,civil,another one just asked me for a fix -_-,532027042,civil,A lot of my clients asking for this too. would appreciate a fix,A lot of my clients asking for this too. would appreciate a fix another one just asked me for a fix -_-,Steffan Jensen,0,103,0.30666666666666664,1.0,0.5,0.10526315789473684,0,0.7777777777777778,0.1111111111111111,0.2222222222222222,0.8888888888888888
266,32315,532776533,civil,more people have asked me private for a fix today,532051271,civil,another one just asked me for a fix -_-,another one just asked me for a fix -_- more people have asked me private for a fix today,Steffan Jensen,0,89,0.25333333333333335,0.95,1.0,0.7894736842105263,0,1.0,0.0,0.1111111111111111,1.0
267,32497,513463750,civil,Don't underestimate how difficult things like this are from a theoretical perspective.,513460370,technical,"As a workaround, add overloads to Array.isArray() using declaration merging?","As a workaround, add overloads to Array.isArray() using declaration merging? Don't underestimate how difficult things like this are from a theoretical perspective.",Bruce Pascoe,0,163,0.4827586206896552,0.6363636363636364,0.14285714285714285,0.0851063829787234,0,0.0,1.0,1.5,0.0
268,32497,513930709,uncivil,Lots of people here manage to be constructive and positive and I'd appreciate your effort in not starting fights with us or other contributors.,513537347,uncivil,So feels like it is the other way around to me. ‚,So feels like it is the other way around to me. ‚ Lots of people here manage to be constructive and positive and I'd appreciate your effort in not starting fights with us or other contributors.,Ryan Cavanaugh,0,194,0.6724137931034483,0.6724137931034483,0.07692307692307693,0.776595744680851,0,1.0,0.0,0.5,1.5
269,32497,513935809,uncivil,Go and learn some manners!,513930709,uncivil,Lots of people here manage to be constructive and positive and I'd appreciate your effort in not starting fights with us or other contributors.,Lots of people here manage to be constructive and positive and I'd appreciate your effort in not starting fights with us or other contributors. Go and learn some manners!,KittenWithHerbs,0,170,0.5517241379310345,0.5517241379310345,0.13333333333333333,0.4148936170212766,0,1.0,0.0,0.5,1.5
270,32497,513935809,uncivil,Go and learn some manners!,513930709,uncivil,your attitude here makes my day measurably worse.,your attitude here makes my day measurably worse. Go and learn some manners!,KittenWithHerbs,0,76,0.25862068965517243,0.25862068965517243,0.06666666666666667,0.40425531914893614,0,1.0,0.0,0.5,1.5
271,32497,513935809,uncivil,Go and learn some manners!,513930709,uncivil,"I've asked you to do this once already and am not going to ask a third time - if you continue to be combative to people just trying to help, we'll be asking you to discontinue your engagement on the issue tracker.","I've asked you to do this once already and am not going to ask a third time - if you continue to be combative to people just trying to help, we'll be asking you to discontinue your engagement on the issue tracker. Go and learn some manners!",KittenWithHerbs,0,240,0.896551724137931,0.896551724137931,0.2,0.425531914893617,0,1.0,0.0,0.5,1.5
272,32876,32876,uncivil,"I've read about observable something, but why would I use the whole framework if I had to use another framework and do my own implementation?",535910186,civil,clearly you are feeling frustrated and angry right now. I can understand how that can happen.,"clearly you are feeling frustrated and angry right now. I can understand how that can happen. I've read about observable something, but why would I use the whole framework if I had to use another framework and do my own implementation?",,1,235,0.12994350282485875,0.8214285714285714,0.21428571428571427,0.18867924528301888,0,0.0,0.0,0.0,0.0
273,32876,32876,uncivil,"I've read about observable something, but why would I use the whole framework if I had to use another framework and do my own implementation?",535910186,civil,It is important that we work constructively to solve our problems and not resort to insults.,"It is important that we work constructively to solve our problems and not resort to insults. I've read about observable something, but why would I use the whole framework if I had to use another framework and do my own implementation?",,1,234,0.1271186440677966,0.8035714285714286,0.35714285714285715,0.22641509433962265,0,0.0,0.0,0.0,0.0
274,32876,535897521,uncivil,If they make fool of me it's not my fault,535893818,technical,"Instead of thumbing down like twitter and facebook kids, show me I'm wrong  Sure. I'll go issue by issue.  Spoiler: no template i have no time to waste Firstly, the Angular repository receives **hundreds** of issues a day. The issue template ensure that the report is structured so the team can understand the issue quickly.    Problem: Reactive forms  div with [ngClass] directive:   f is a getter in .ts file that returns all controls (and work everywhere else)  d-none is bootstrap display:none class  this is a select/option dropdown which if !==1 shows div else hides it as you can guess   When dropdown activated manually it works  when the dropdown changes because changed from code (using your (change) method binding)  it doesn't change Because you change the DOM, but didn't change the ControlValueAccessor behind it. I suggest you use this  instead.  I'm fed up the whole framework is filled with this crap. Why you even do double way binding if works half the needed cases? Don't even make a framework at this point No, Angular does not have two-way binding. AngularJS does. (Even the [()] thingy is one-way binding underneath.)   I've read about observable something, but why would I use the whole framework if I had to use another framework and do my own implementation? It has no fucking sense. RxJS is not a framework. It's library which enables reactive programming in Angular.   If the customer didn't specifically asked for angular I would have thrown this piece of trash in the toilet long time ago  How to solve I'm not able to reply on this one.   EDIT: Thumbs down my ass, it's reality that smacks your face   [This is not cool.]","Instead of thumbing down like twitter and facebook kids, show me I'm wrong  Sure. I'll go issue by issue.  Spoiler: no template i have no time to waste Firstly, the Angular repository receives **hundreds** of issues a day. The issue template ensure that the report is structured so the team can understand the issue quickly.    Problem: Reactive forms  div with [ngClass] directive:   f is a getter in .ts file that returns all controls (and work everywhere else)  d-none is bootstrap display:none class  this is a select/option dropdown which if !==1 shows div else hides it as you can guess   When dropdown activated manually it works  when the dropdown changes because changed from code (using your (change) method binding)  it doesn't change Because you change the DOM, but didn't change the ControlValueAccessor behind it. I suggest you use this  instead.  I'm fed up the whole framework is filled with this crap. Why you even do double way binding if works half the needed cases? Don't even make a framework at this point No, Angular does not have two-way binding. AngularJS does. (Even the [()] thingy is one-way binding underneath.)   I've read about observable something, but why would I use the whole framework if I had to use another framework and do my own implementation? It has no fucking sense. RxJS is not a framework. It's library which enables reactive programming in Angular.   If the customer didn't specifically asked for angular I would have thrown this piece of trash in the toilet long time ago  How to solve I'm not able to reply on this one.   EDIT: Thumbs down my ass, it's reality that smacks your face   [This is not cool.] If they make fool of me it's not my fault",None,0,1695,0.9915254237288136,0.9915254237288136,0.037037037037037035,0.2641509433962264,0,0.0,0.0,0.0,0.0
275,32876,535897521,uncivil,"So this means the whole framework is unpolished, untested and lazy coded.",535893818,technical,"Instead of thumbing down like twitter and facebook kids, show me I'm wrong  Sure. I'll go issue by issue.  Spoiler: no template i have no time to waste Firstly, the Angular repository receives **hundreds** of issues a day. The issue template ensure that the report is structured so the team can understand the issue quickly.    Problem: Reactive forms  div with [ngClass] directive:   f is a getter in .ts file that returns all controls (and work everywhere else)  d-none is bootstrap display:none class  this is a select/option dropdown which if !==1 shows div else hides it as you can guess   When dropdown activated manually it works  when the dropdown changes because changed from code (using your (change) method binding)  it doesn't change Because you change the DOM, but didn't change the ControlValueAccessor behind it. I suggest you use this  instead.  I'm fed up the whole framework is filled with this crap. Why you even do double way binding if works half the needed cases? Don't even make a framework at this point No, Angular does not have two-way binding. AngularJS does. (Even the [()] thingy is one-way binding underneath.)   I've read about observable something, but why would I use the whole framework if I had to use another framework and do my own implementation? It has no fucking sense. RxJS is not a framework. It's library which enables reactive programming in Angular.   If the customer didn't specifically asked for angular I would have thrown this piece of trash in the toilet long time ago  How to solve I'm not able to reply on this one.   EDIT: Thumbs down my ass, it's reality that smacks your face   [This is not cool.]","Instead of thumbing down like twitter and facebook kids, show me I'm wrong  Sure. I'll go issue by issue.  Spoiler: no template i have no time to waste Firstly, the Angular repository receives **hundreds** of issues a day. The issue template ensure that the report is structured so the team can understand the issue quickly.    Problem: Reactive forms  div with [ngClass] directive:   f is a getter in .ts file that returns all controls (and work everywhere else)  d-none is bootstrap display:none class  this is a select/option dropdown which if !==1 shows div else hides it as you can guess   When dropdown activated manually it works  when the dropdown changes because changed from code (using your (change) method binding)  it doesn't change Because you change the DOM, but didn't change the ControlValueAccessor behind it. I suggest you use this  instead.  I'm fed up the whole framework is filled with this crap. Why you even do double way binding if works half the needed cases? Don't even make a framework at this point No, Angular does not have two-way binding. AngularJS does. (Even the [()] thingy is one-way binding underneath.)   I've read about observable something, but why would I use the whole framework if I had to use another framework and do my own implementation? It has no fucking sense. RxJS is not a framework. It's library which enables reactive programming in Angular.   If the customer didn't specifically asked for angular I would have thrown this piece of trash in the toilet long time ago  How to solve I'm not able to reply on this one.   EDIT: Thumbs down my ass, it's reality that smacks your face   [This is not cool.] So this means the whole framework is unpolished, untested and lazy coded.",None,0,1727,1.0,1.0,0.037037037037037035,0.2641509433962264,0,0.0,0.0,0.0,0.0
276,32876,535910186,civil,clearly you are feeling frustrated and angry right now. I can understand how that can happen.,535897521,uncivil,If they make fool of me it's not my fault,If they make fool of me it's not my fault clearly you are feeling frustrated and angry right now. I can understand how that can happen.,Pete Bacon Darwin,0,135,0.08192090395480225,0.3918918918918919,0.7692307692307693,0.18867924528301888,0,0.0,0.0,0.0,0.0
277,32876,535910186,civil,clearly you are feeling frustrated and angry right now. I can understand how that can happen.,535897521,uncivil,"So this means the whole framework is unpolished, untested and lazy coded.","So this means the whole framework is unpolished, untested and lazy coded. clearly you are feeling frustrated and angry right now. I can understand how that can happen.",Pete Bacon Darwin,0,167,0.0903954802259887,0.43243243243243246,0.38461538461538464,0.41509433962264153,0,0.0,0.0,0.0,0.0
278,32876,535910186,civil,clearly you are feeling frustrated and angry right now. I can understand how that can happen.,535897521,uncivil,Thats the damn problem,Thats the damn problem clearly you are feeling frustrated and angry right now. I can understand how that can happen.,Pete Bacon Darwin,0,116,0.062146892655367235,0.2972972972972973,0.7692307692307693,0.18867924528301888,0,0.0,0.0,0.0,0.0
279,32876,535910186,civil,clearly you are feeling frustrated and angry right now. I can understand how that can happen.,535897521,uncivil,Hundreds of issues at day you say. A stable and mature and professional product after all these years shouldnt.,Hundreds of issues at day you say. A stable and mature and professional product after all these years shouldnt. clearly you are feeling frustrated and angry right now. I can understand how that can happen.,Pete Bacon Darwin,0,205,0.11016949152542373,0.527027027027027,0.8461538461538461,0.2830188679245283,0,0.0,0.0,0.0,0.0
280,32876,535910186,civil,clearly you are feeling frustrated and angry right now. I can understand how that can happen.,535897521,uncivil,Instead it leaves you clueless with these kind of things and stupid documentation which is a copy paste from semi working code samples from tour of heroes which in some case alre also wrong and with errors in it.,Instead it leaves you clueless with these kind of things and stupid documentation which is a copy paste from semi working code samples from tour of heroes which in some case alre also wrong and with errors in it. clearly you are feeling frustrated and angry right now. I can understand how that can happen.,Pete Bacon Darwin,0,306,0.1638418079096045,0.7837837837837838,0.23076923076923078,0.49056603773584906,0,0.0,0.0,0.0,0.0
281,32876,535910186,civil,clearly you are feeling frustrated and angry right now. I can understand how that can happen.,535897521,uncivil,Yeah don't cry in silence and show us your strong arguments against my point,Yeah don't cry in silence and show us your strong arguments against my point clearly you are feeling frustrated and angry right now. I can understand how that can happen.,Pete Bacon Darwin,0,170,0.09322033898305085,0.44594594594594594,0.7692307692307693,0.18867924528301888,0,0.0,0.0,0.0,0.0
282,32876,535910186,civil,clearly you are feeling frustrated and angry right now. I can understand how that can happen.,535897521,uncivil,"This long reply is to show that I'm not just an angry fool, lot of people is fed up with it and it actually is an half baked crippled tool","This long reply is to show that I'm not just an angry fool, lot of people is fed up with it and it actually is an half baked crippled tool clearly you are feeling frustrated and angry right now. I can understand how that can happen.",Pete Bacon Darwin,0,232,0.14124293785310735,0.6756756756756757,0.7692307692307693,0.18867924528301888,0,0.0,0.0,0.0,0.0
283,32876,535910186,civil,clearly you are feeling frustrated and angry right now. I can understand how that can happen.,535897521,uncivil,But there is an even more FUNNY thing. I AM ACTUALLY ALREADY USING setValue even before writing this post!!!,But there is an even more FUNNY thing. I AM ACTUALLY ALREADY USING setValue even before writing this post!!! clearly you are feeling frustrated and angry right now. I can understand how that can happen.,Pete Bacon Darwin,0,202,0.11581920903954802,0.5540540540540541,0.38461538461538464,0.09433962264150944,0,0.0,0.0,0.0,0.0
284,32876,535910186,civil,It is important that we work constructively to solve our problems and not resort to insults.,535897521,uncivil,If they make fool of me it's not my fault,If they make fool of me it's not my fault It is important that we work constructively to solve our problems and not resort to insults.,Pete Bacon Darwin,0,134,0.07909604519774012,0.3783783783783784,0.9230769230769231,0.22641509433962265,0,0.0,0.0,0.0,0.0
285,32876,535910186,civil,It is important that we work constructively to solve our problems and not resort to insults.,535897521,uncivil,"So this means the whole framework is unpolished, untested and lazy coded.","So this means the whole framework is unpolished, untested and lazy coded. It is important that we work constructively to solve our problems and not resort to insults.",Pete Bacon Darwin,0,166,0.08757062146892655,0.4189189189189189,0.38461538461538464,0.41509433962264153,0,0.0,0.0,0.0,0.0
286,32876,535910186,civil,It is important that we work constructively to solve our problems and not resort to insults.,535897521,uncivil,Thats the damn problem,Thats the damn problem It is important that we work constructively to solve our problems and not resort to insults.,Pete Bacon Darwin,0,115,0.059322033898305086,0.28378378378378377,0.9230769230769231,0.22641509433962265,0,0.0,0.0,0.0,0.0
287,32876,535910186,civil,It is important that we work constructively to solve our problems and not resort to insults.,535897521,uncivil,Hundreds of issues at day you say. A stable and mature and professional product after all these years shouldnt.,Hundreds of issues at day you say. A stable and mature and professional product after all these years shouldnt. It is important that we work constructively to solve our problems and not resort to insults.,Pete Bacon Darwin,0,204,0.10734463276836158,0.5135135135135135,0.8461538461538461,0.2830188679245283,0,0.0,0.0,0.0,0.0
288,32876,535910186,civil,It is important that we work constructively to solve our problems and not resort to insults.,535897521,uncivil,Instead it leaves you clueless with these kind of things and stupid documentation which is a copy paste from semi working code samples from tour of heroes which in some case alre also wrong and with errors in it.,Instead it leaves you clueless with these kind of things and stupid documentation which is a copy paste from semi working code samples from tour of heroes which in some case alre also wrong and with errors in it. It is important that we work constructively to solve our problems and not resort to insults.,Pete Bacon Darwin,0,305,0.16101694915254236,0.7702702702702703,0.23076923076923078,0.49056603773584906,0,0.0,0.0,0.0,0.0
289,32876,535910186,civil,It is important that we work constructively to solve our problems and not resort to insults.,535897521,uncivil,Yeah don't cry in silence and show us your strong arguments against my point,Yeah don't cry in silence and show us your strong arguments against my point It is important that we work constructively to solve our problems and not resort to insults.,Pete Bacon Darwin,0,169,0.0903954802259887,0.43243243243243246,0.9230769230769231,0.22641509433962265,0,0.0,0.0,0.0,0.0
290,32876,535910186,civil,It is important that we work constructively to solve our problems and not resort to insults.,535897521,uncivil,"This long reply is to show that I'm not just an angry fool, lot of people is fed up with it and it actually is an half baked crippled tool","This long reply is to show that I'm not just an angry fool, lot of people is fed up with it and it actually is an half baked crippled tool It is important that we work constructively to solve our problems and not resort to insults.",Pete Bacon Darwin,0,231,0.1384180790960452,0.6621621621621622,0.9230769230769231,0.22641509433962265,0,0.0,0.0,0.0,0.0
291,32876,535910186,civil,It is important that we work constructively to solve our problems and not resort to insults.,535897521,uncivil,But there is an even more FUNNY thing. I AM ACTUALLY ALREADY USING setValue even before writing this post!!!,But there is an even more FUNNY thing. I AM ACTUALLY ALREADY USING setValue even before writing this post!!! It is important that we work constructively to solve our problems and not resort to insults.,Pete Bacon Darwin,0,201,0.11299435028248588,0.5405405405405406,0.38461538461538464,0.09433962264150944,0,0.0,0.0,0.0,0.0
292,33156,547344958,civil,I'm very sorry if this will cause you to leave Godot.,547343006,technical,"Maybe same reason, but the result is different and expected behaviour as well. Not true (if I understand you correctly), g function clearly demonstrates the TEXTURE does not exist. And f is fed a valid variable from fragment function (unlike the ""duplicate"" issue), yet the shader **fails** to compile (also unlike the ""duplicate"" issue).  Kinda glad I will be leaving Godot, this ""duplicate"" labeling feels as lazy as on stackoverflow...","Maybe same reason, but the result is different and expected behaviour as well. Not true (if I understand you correctly), g function clearly demonstrates the TEXTURE does not exist. And f is fed a valid variable from fragment function (unlike the ""duplicate"" issue), yet the shader **fails** to compile (also unlike the ""duplicate"" issue).  Kinda glad I will be leaving Godot, this ""duplicate"" labeling feels as lazy as on stackoverflow... I'm very sorry if this will cause you to leave Godot.",Yuri Roubinsky,0,492,1.0,1.0,0.16666666666666666,0.6875,0,0.0,0.0,0.0,0.0
